OCC_HOUR,LOCATION_TYPE,PREMISES_TYPE,MCI_CATEGORY,LONG_WGS84,LAT_WGS84
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4908796459155,43.7591846464459
6,Universities / Colleges,Educational,Break and Enter,-79.6107696477984,43.7378352097936
6,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2689022017921,43.6878841341524
5,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5191889048306,43.7263331804947
8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.3776186954623,43.7138446720242
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2604062439954,43.8207102364267
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3896813631881,43.7794458131854
7,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.273256233647,43.7657085450933
20,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3932713472183,43.7509765424261
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Theft Over,-79.3980463433012,43.6529381285071
16,"Apartment (Rooming House, Condo)",Apartment,Theft Over,-79.5129352029045,43.7522414225474
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Theft Over,-79.1822602907498,43.7621993423447
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.3457948187012,43.7036843035894
22,Convenience Stores,Commercial,Robbery,-79.3714613576279,43.6494439998721
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.2216074501071,43.733406922844
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4031324532824,43.716775389431
0,Unknown,Other,Assault,-79.5613870636161,43.7353502910308
15,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
0,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3466251083608,43.7032058609564
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2617292378131,43.7431286026576
0,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4377891722481,43.6686607237014
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4385180329199,43.6725407831757
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5680051565616,43.6512746335675
18,Schools During Un-Supervised Activity,Educational,Break and Enter,-79.3343914406019,43.7099903341753
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4560392121323,43.668086309608
9,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,Assault,-79.3176488588485,43.6688843534649
9,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.4778381139946,43.6499102114853
20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.5561503922581,43.6142113800981
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4560392121323,43.668086309608
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.506428605447,43.6004879563769
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5034665072142,43.7665616538911
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3805173067863,43.6646410751448
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5177866504035,43.700594303843
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.5232063012789,43.6211925813778
14,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.306891598058,43.6699538778435
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2791893029769,43.8111757590848
0,Retirement Home,Other,Assault,-79.5242833716889,43.7559224457498
10,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3951628709221,43.6569663928879
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5642154629348,43.6768313502201
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5642154629348,43.6768313502201
22,"Open Areas (Lakes, Parks, Rivers)",Outside,Robbery,-79.4188668051857,43.6634667711349
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
10,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,Assault,-79.2969367890915,43.7013232164689
23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5941023775792,43.7557563569058
2,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3905920516507,43.7404974089267
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Theft Over,-79.4873311675246,43.7604155115696
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4694451006374,43.7008544019103
15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.2591698455305,43.7784380272832
2,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4273711381786,43.6389542870024
23,Ttc Subway Station,Transit,Assault,-79.4067219096808,43.7441433319926
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4852154598594,43.7013966170557
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2307976547008,43.7802621959812
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2367665946636,43.7471360150778
22,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4188668051857,43.6634667711349
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5642154629348,43.6768313502201
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
10,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3417132050196,43.6862168996746
10,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Assault,-79.3547955843602,43.6481848628637
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.1880739975143,43.7672636737577
21,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.1788762872474,43.7632881576338
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4496096934409,43.6587053794694
10,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.320514827512,43.7541326626873
0,Retirement Home,Other,Theft Over,-79.5014649934951,43.7071494181813
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3934572510781,43.6488256021213
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3161730464915,43.7599539785782
5,Bar / Restaurant,Commercial,Break and Enter,-79.3751598017158,43.65035622872
7,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4561689034971,43.7204558370851
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3423411268161,43.6927604350396
15,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4036904253727,43.6533054911805
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.519158236428,43.6649036192701
16,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4498696651527,43.7895847053089
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3732508960114,43.6537228798436
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,0,0
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,0,0
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.3988655491275,43.7090815302548
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5475641802164,43.645470518748
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.8011769649868,43.6861103104602
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2872334315708,43.6932372396464
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2031179389406,43.7460795960453
14,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Assault,-79.3231219747701,43.7703207512874
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.4873311675246,43.7604155115696
10,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4256715295996,43.7015939269294
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.316808807144,43.8868364267527
4,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4896545139845,43.7580509874103
9,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5249915056689,43.5964124259125
19,Bar / Restaurant,Commercial,Assault,-79.288907762874,43.8031205216209
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.5156811631941,43.7491415377157
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Theft Over,-79.3604107886786,43.7548426776876
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3639533300515,43.6450040431625
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3794715645447,43.6560286637288
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5181120065343,43.7589689353272
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3827217786955,43.6459769861792
2,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.537632467837,43.7195516341876
2,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.2325104404138,43.7139897413666
23,"Apartment (Rooming House, Condo)",Apartment,Auto Theft,-79.2827180429544,43.7778723206886
19,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2675034524538,43.8102807567311
5,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.2078881507447,43.7425183533023
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5406594695133,43.7714977704867
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4435295068093,43.6464620983712
2,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4873311675246,43.7604155115696
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Auto Theft,-79.3373542410199,43.8063934303035
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3371090333169,43.7743946913281
0,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.3249769872813,43.7927845976813
10,"Construction Site (Warehouse, Trailer, Shed)",Commercial,Assault,-79.3547955843602,43.6481848628637
15,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.1635623993155,43.7924810130591
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.5177280946691,43.7572287132495
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3827217786955,43.6459769861792
21,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.5232063012789,43.6211925813778
21,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4992037341008,43.6655180384398
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5141456237807,43.7206276568881
22,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2457765087879,43.7533107340406
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.413973277576,43.6451992105703
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4272516567565,43.6627638945124
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3404269454324,43.6724875655797
7,Bar / Restaurant,Commercial,Break and Enter,-79.3249352035947,43.6716054253369
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2320525500879,43.7430322050439
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4936768416318,43.7652653680374
1,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4247213603763,43.7458049125642
1,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3710284454984,43.6582885117532
12,Schools During Supervised Activity,Educational,Assault,-79.5607973049434,43.6727334601036
1,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2202007722526,43.735932947054
5,Bar / Restaurant,Commercial,Break and Enter,-79.3526204898916,43.6654804415409
0,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.402085985315,43.6360283418474
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3331655561643,43.7604327097675
4,Jails / Detention Centres,Other,Assault,-79.5158217523631,43.6120784476431
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.283246606962,43.7717267995564
4,Bar / Restaurant,Commercial,Break and Enter,-79.4370206461458,43.7367557375826
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3780881925994,43.6526758815351
9,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4750416150842,43.6651760982455
12,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2543315569152,43.6991245462813
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3758492709374,43.66648008921
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.2355758204805,43.8004906059125
18,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,Assault,-79.4060187053613,43.6523054964808
14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Theft Over,-79.4086771867032,43.6656704082858
18,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Auto Theft,-79.5955624929388,43.6867511941472
13,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,Assault,-79.3635515943776,43.7697707470996
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4560392121323,43.668086309608
23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4513250462689,43.7614268274173
14,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3701189610184,43.6561565368618
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4070229528769,43.6440377566353
14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.3832001629001,43.6543126531725
4,Bar / Restaurant,Commercial,Break and Enter,-79.1366725210743,43.7795962780377
16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4192057561602,43.7946141530818
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4606263454862,43.7329742438207
19,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3864751428244,43.6981684114968
6,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.436152596957,43.7741511020166
17,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3200946145948,43.799482998962
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.5929950229701,43.7380515343676
10,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4256715295996,43.7015939269294
7,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4333482961485,43.7346974448482
7,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Theft Over,-79.2379944060929,43.7254788157691
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.4267149715675,43.7207089656455
4,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3955997939702,43.7309936462027
22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5896978356999,43.6901905269397
16,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.5129352029045,43.7522414225474
21,Convenience Stores,Commercial,Assault,-79.3569762422764,43.6563763685765
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.5938620552709,43.7468702080824
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.4560392121323,43.668086309608
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2617292378131,43.7431286026576
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5568615563729,43.7140016115874
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.5215331368126,43.6431687016337
14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3115243125709,43.6906833826047
0,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.3431627754702,43.7694258275886
14,Bar / Restaurant,Commercial,Assault,-79.4681031446737,43.730329835995
16,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.2742857479841,43.7822699530593
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3915871420529,43.8042994135987
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4747151880576,43.786198898495
11,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3917908551478,43.644742345316
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.443180702166,43.7181121894088
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Robbery,-79.3588689692619,43.6761961791918
23,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2189101788808,43.7431758890719
18,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5255003355313,43.6212280759966
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5003778531011,43.6892734487749
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4018423429303,43.657646662155
11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4747151880576,43.786198898495
0,"Private Property Structure (Pool, Shed, Detached Garage)",Other,Break and Enter,-79.5096034627165,43.7248876080569
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3343914406019,43.7099903341753
23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5826067163611,43.7339637636772
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3817449993087,43.6595955030973
0,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3817449993087,43.6595955030973
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3506165838887,43.6430855013112
1,"Open Areas (Lakes, Parks, Rivers)",Outside,Assault,-79.4871017098379,43.6716830164918
1,Ttc Bus,Transit,Robbery,-79.2581008810984,43.734524566054
3,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3783136681306,43.656256404387
3,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4902278283591,43.705799805843
3,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4557246357549,43.6641812232279
13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.4776737677218,43.6798933679393
19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2591698455305,43.7784380272832
3,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3648952548844,43.7409310049059
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5010527794867,43.6097966898265
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.3988669011078,43.7220374971366
19,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3634387396299,43.6558247293032
7,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.5511407815711,43.6777150123826
16,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4105202825992,43.691880445894
15,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.237782252745,43.7378124412608
22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.4732001912077,43.6527056697735
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.41617355385,43.6908084463953
22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4072711351345,43.6520527978257
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3446865806934,43.6873722994211
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.3783136681306,43.656256404387
17,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.6034560346173,43.7191505009734
15,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.1886527019823,43.7747327101702
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.2552888506679,43.7886240406486
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3506165838887,43.6430855013112
1,Ttc Bus,Transit,Robbery,-79.2581008810984,43.734524566054
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.303911689159,43.690043855275
17,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3036267593784,43.7690836245493
17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.4196275038242,43.796316397278
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.5037630040119,43.7652441793994
13,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.4715595242852,43.6725138154468
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.1906081329043,43.7649743071398
12,Ttc Subway Station,Transit,Assault,-79.4041828544043,43.6674579950993
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5821122604179,43.7432574877207
11,Ttc Subway Station,Transit,Assault,-79.3904909590285,43.6598526533784
11,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.3433565743483,43.7750060042097
14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.443180702166,43.7181121894088
15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Robbery,-79.4489693200836,43.7174898288382
6,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.4866342251116,43.6479290091802
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.2675034524538,43.8102807567311
16,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3749320870422,43.7051009101914
19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.5299591143469,43.7248876440119
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5003778531011,43.6892734487749
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3744444859726,43.6688630191241
20,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3353683132743,43.6788268901788
17,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3293251684522,43.665818811977
6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Break and Enter,-79.4790801333665,43.6504957161716
18,Schools During Un-Supervised Activity,Educational,Robbery,-79.5180390728971,43.6485828883553
6,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Auto Theft,-79.1435893994098,43.8027569453025
20,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5567868140441,43.7236200615554
15,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.237782252745,43.7378124412608
0,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Auto Theft,-79.2086440697661,43.8083099750964
15,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2205584203195,43.7428288201104
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2526268236611,43.7273838728272
18,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3134021062449,43.8039189276236
9,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3710284454984,43.6582885117532
16,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.5821122604179,43.7432574877207
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4074694502635,43.665908413264
21,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.455288514991,43.7165525985932
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2244523726023,43.7990265913863
12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.2244523726023,43.7990265913863
1,"Apartment (Rooming House, Condo)",Apartment,Theft Over,-79.3796000144429,43.6420968564742
2,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.5967567682858,43.7403222238953
21,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2767992287309,43.747488436885
2,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3720415735822,43.6672511038498
2,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3584419683231,43.7495893104308
2,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,Assault,-79.3824849281615,43.6588374519257
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.4907722912489,43.7373654233335
20,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Robbery,-79.4700890623674,43.7872884092796
19,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Assault,-79.3065756365631,43.777644768089
12,Schools During Supervised Activity,Educational,Assault,-79.3665293121929,43.6607128028135
12,Bar / Restaurant,Commercial,Assault,-79.1888160878703,43.7685012768308
17,Bar / Restaurant,Commercial,Break and Enter,-79.3897698673151,43.646597290335
12,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4676922922282,43.6917098931505
23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.4547473323248,43.7140806672905
10,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Auto Theft,-79.3851765053543,43.6647988732186
9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Assault,-79.2613278660981,43.7700591904307
19,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.2526268236611,43.7273838728272
7,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.3780881925994,43.6526758815351
8,"Apartment (Rooming House, Condo)",Apartment,Assault,-79.3060222654032,43.6949234740855
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4838657531388,43.691062638072
18,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.4018423429303,43.657646662155
14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Break and Enter,-79.3115243125709,43.6906833826047
22,"Apartment (Rooming House, Condo)",Apartment,Break and Enter,-79.4639367078045,43.6578237327568
4,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Assault,-79.5010527794867,43.6097966898265
4,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Assault,-79.4856746552988,43.6684952355694
